description,num_of_ratings,rating,price_after_discount,price_before_discount,is_bestseller,product_category,discount
"HUAWEI Watch FIT4 Smart Watch, 1.82” Display, 100+ Sports modes, Fitness and Sleep Tracker, Heart Rate Monitor, Emotional Wellbeing Assistant, up to 10-Day Battery Life, iOS & Android Black",559,4.6,4900,8999,Yes,smart watch,46%
X8 Plus Ultra Wearfit Pro Space Aluminum Case 49mm Smart Watch Sport Version 2.08 Inch HD Full Screen Wireless Charging More Than 48 Function Orange,0,0,990,990,No,smart watch,0%
Smart Watch T5S Rose,49,2.4,345,345,No,smart watch,0%
T55+ Smartwatch Black,8,1.5,595,595,No,smart watch,0%
X9 Ultra Smartwatch Series 9 IPS Display 2.2 Inch - Compass - Bluetooth V5.2 - two strap Silicone and Nylon - Blood Oxygen and Pressure and Heart Rate monitor Orange,0,0,1290,1290,No,smart watch,0%
"Oraimo 340 mAh Watch Nova AM 2.01"" AMOLED Screen Curved Cover Smart Watch Black/ Light Chrome",176,4.3,1750,1999,No,smart watch,12%
"HUAWEI Watch FIT4 Smart Watch, 1.82” Display, 100+ Sports modes, Fitness and Sleep Tracker, Heart Rate Monitor, Emotional Wellbeing Assistant, up to 10-Day Battery Life, iOS & Android Grey",559,4.6,4999,5798,Yes,smart watch,14%
The watch strap is waterproof,0,0,107,140,No,smart watch,24%
"Oraimo 340 mAh Watch Nova AM 2.01"" AMOLED Screen Curved Cover Smart Watch Light Chrome",27,4.7,1789,1817,No,smart watch,2%
"HUAWEI Watch Fit 4 Pro Smart Watch, 1.82” Display, Sapphire Glass & Titanium, GPS for Pro-Level Outdoor Sports, NFC, ECG Analysis, up to 10-Day Battery Life, iOS & Android Black With FreeBuds SE 2 Gift Black",9,4.7,12799,13999,No,smart watch,9%
"cardoo Smart Watch X Orbit – Smartwatch for Men and Women – 1.6” AMOLED Display, Heart Rate & Sleep Monitor, Fitness Tracker with 100+ Sports Modes – Bluetooth Calling, AI Assistant, Waterproof – Compatible with Android & iOS",0,0,3499,3499,No,smart watch,0%
Front & Back Cover 360 Degree Protection Case Cover for Xiaomi Air 2 SE Stylish Silicon Case Cover |Earbuds is not Included| blue,1,5,95.9,109,No,smart watch,12%
"Outbox Outbox OB10 Limitless Smart Watch 2.04″ AMOLED Display, Bluetooth Calling, 100+ Sports Modes, Fitness & Health Tracker, Android & iOS – Pink",3,5,1999,1999,No,smart watch,0%
Smartwatch Fk88 Pro 1.78 Inch Bluetooth Heart Rate Monitor Black,7,2.6,749,1904,No,smart watch,61%
silicone watch strap 45mm 44mm 42mm 49mm,0,0,159,170,No,smart watch,6%
"Band Compatible with Watch Band 44mm 42mm 49mm 45mm, Women Men Breathable Waterproof soft Silicone Sport Strap",0,0,151,179,No,smart watch,16%
"JOYROOM 350 mAh JR-FC2 Pro 48mm Stylish Smart Watch for Men & Women, 350mAh Classic Series – Bluetooth Calling, Fitness & Sleep Tracking, Heart Rate Monitor, Waterproof IP68, Multi-Language (Arabic/English), App Notifications Grey",193,4.2,1570,1617,Yes,smart watch,3%
Oraimo oraimo Watch Nova N 2.04''AMOLED 2.5D Smart Watch Green,6,5,2248,2299,No,smart watch,2%
"HUAWEI Watch FIT4 Smart Watch, 1.82” Display, 100+ Sports modes, Fitness and Sleep Tracker, Heart Rate Monitor, Emotional Wellbeing Assistant, up to 10-Day Battery Life, iOS & Android White",559,4.6,4988,5850,Yes,smart watch,15%
"cardoo Smart Watch X Apex – Smartwatch for Men and Women – 2.01” AMOLED Display, Heart Rate & SpO2 Monitor, Fitness Tracker with 100+ Sports Modes – Bluetooth Calling, AI Assistant, IP68 Waterproof – Compatible with iOS & Android",3,3.7,3499,3499,No,smart watch,0%
"Amazfit T-Rex 3 Rugged Military Smart Watch 48Mm, Gps (With Privacy), Offline Maps, Long Battery Life,328 Feet Water-Resistant, 170 Fitness/Sport Modes, Ai, Voice Control, For Android Or Iphone, Gray grey",0,0,11450,11990,No,smart watch,5%
W&O X10 Ultra 3 Smart Watch 49mm - Curved Screen - Orange,79,4.2,835,1300,No,smart watch,36%
"cardoo Smart Watch X Orbit – Smartwatch for Men and Women – 1.6” AMOLED Display, Heart Rate & Sleep Monitor, Fitness Tracker with 100+ Sports Modes – Bluetooth Calling, AI Assistant, Waterproof – Compatible with Android & iOS",2,4.5,3499,3499,No,smart watch,0%
"cardoo Smart Watch X Orbit – Smartwatch for Men and Women – 1.6” AMOLED Display, Heart Rate & Sleep Monitor, Fitness Tracker with 100+ Sports Modes – Bluetooth Calling, AI Assistant, Waterproof – Compatible with Android & iOS Silver",1,5,3499,3499,No,smart watch,0%
"Outbox Outbox OB10 Limitless Smart Watch 2.04″ AMOLED Display, Bluetooth Calling, 100+ Sports Modes, Fitness & Health Tracker, Android & iOS – Black”",3,5,1999,1999,No,smart watch,0%
"Infinix XWatch 3 Plus XW3P Smart Watch : IP68 Waterproof, 2.13"" Amoled Curved Screen, 7-Day Battery, 200 Watch Faces, Sports Modes, Bluetooth Call Support, Health Monitoring, 1 Year Warranty, Grey",28,4.4,1787,1787,No,smart watch,0%
"HUAWEI Watch Fit4 Pro Smart Watch, 1.82” Display, Sapphire Glass & Titanium, GPS for Pro-Level Outdoor Sports, NFC, ECG Analysis, up to 10-Day Battery Life, iOS & Android Black",138,4.7,9000,9480,No,smart watch,5%
"Oraimo Watch ER 1.43"" AMOLED Display Bluetooth Calling Smart Watch, 600 NITS Brightness, Built-in Music Player, 120+ Sports Modes &Health Monitor Black",78,4.2,1526,1526,No,smart watch,0%
"Infinix 300 mAh Infinix XW3E Smart Watch : IP68 Water Resistant, 1.43"" AMOLED with AOD, 7-Day Battery, 200 Stylish Watch Faces, Multiple Sports Modes,  Bluetooth Call Support, Health Monitoring & Fitness Tracking - Black",22,4.6,1950,2000,No,smart watch,3%
"Samsung Galaxy Watch 8 44mm (Middle East Version) GPS Smartwatch, Everyday Health Coach, Cushion Design, Dynamic Lug System, 3nm Processor, Sleep Coaching, Running Coach Silver",40,4.6,14777,19660,No,smart watch,25%
"Oraimo Oraimo Watch 2R 1.39"" TFT IP68 Smart Watch - Green",13,4.1,1612,1699,No,smart watch,5%
"HUAWEI Watch FIT4 Smart Watch, 1.82” Display, 100+ Sports modes, Fitness and Sleep Tracker, Heart Rate Monitor, Emotional Wellbeing Assistant, up to 10-Day Battery Life, iOS & Android Purple",559,4.6,4988,5824,Yes,smart watch,14%
"Outbox Outbox OB10 Smart Watch – 2.04″ AMOLED, Bluetooth Calling, 100+ Sports Modes, Health & Fitness Tracker, Android/iOS – Silver.",3,5,1999,3599,No,smart watch,44%
"Xiaomi 470 mAh Redmi Watch 5 Active,Bluetooth Calling With 3 Mic Enc 2 Hd Screen Hyperos Connectivity 18 Days Of Battery Life 200 Watch Faces IPX 8 Rating 140 Sports Modes-Midnight Black Global veersion Midnight Black",69,3.9,1699,1899,No,smart watch,11%
"KIESLECT Smart Watch Black YFT2031EU Ks Calling , supports 70 sports modes and records active sports data",1,5,1700,1701,No,smart watch,0%
"Samsung Galaxy Watch7 44mm (Middle East Version) Smartwatch, Bluetooth, Sleep Coaching, Fitness Tracker - Silver",2000,4.6,9033,9033,Yes,smart watch,0%
"DT NO.I DT Watch X They have a sleek design and a high-resolution screen, and usually come with many features such as. Screen: Color touch screen, provides accurate and clear display of informatio",0,0,1299,2500,No,smart watch,48%
"Samsung Galaxy Watch 8 44mm (Middle East Version) GPS Smartwatch, Everyday Health Coach, Cushion Design, Dynamic Lug System, 3nm Processor, Sleep Coaching, Running Coach - Graphite",40,4.6,14477,26220,No,smart watch,45%
"Samsung Galaxy Watch7 44mm (Middle East Version) Smartwatch, Bluetooth, Sleep Coaching, Fitness Tracker - Green",2000,4.6,9200,20000,No,smart watch,54%
"HUAWEI Watch Ultimate Smartwatch, Zirconium-Based Liquid Metal, Data-Driven Health Monitoring, Golf Course Mode, Offline Contour Maps, 100-Metre Water Resistance, Two-Week Battery Life, Ios & Android Titanium",156,4.4,28550,28950,No,smart watch,1%
"Xiaomi Redmi Watch 5 Active BHR8790GL - Matt Silver, Budget-Friendly Smartwatch with 2"" LCD Display, Fitness Tracking And 18 Days Battery Life Matte Silver",3500,4.3,1800,2032,Yes,smart watch,11%
"Amazfit Bip 6 Smart Watch 46mm, 14 Day Battery, 1.97"" AMOLED Display, GPS & Free Maps, AI, Bluetooth Call & Text, Health, Fitness & Sleep Tracker, 140+ Workout Modes, 5 ATM Water-Resistance Stone",0,0,4600,4950,No,smart watch,7%
Apple Watch Series 10 GPS 46mm Silver Aluminium Case With Denim Sport Band,5100,4.7,20054,20054,Yes,smart watch,0%
Xiaomi Redmi Watch 5 Lite BHR8791GL Stylish Smartwatch with Fitness Tracking & Health Monitoring Black Lite Black,1100,4.5,2666,2888,No,smart watch,8%
KIESLECT Kieslect Ks 3 Smart Watch Direct Calling Waterproof 5 ATM Genuine,21,4.5,2999,4999,No,smart watch,40%
"Samsung Galaxy Watch 8 Classic 46mm (Middle East Version) GPS Smartwatch, Cushion Design, Rotating Bezel, Quick Button, 3nm Processor, Sleep Coaching, Running Coach Black",10,4.6,18990,21999,No,smart watch,14%
"Oraimo Oraimo Watch 2R 1.39"" TFT IP68 Smart Watch - Rose Gold",13,4.1,1600,1699,No,smart watch,6%
"HUAWEI WATCH FIT 4 Pro Smartwatch, 1.82-Inch Display, Blue Fluoroelastomer Strap, Pro-Level Outdoor Sports, ECG Analysis, up to 10-Day Battery Life, iOS And Android Blue",0,0,9090,9500,No,smart watch,4%
"Samsung Galaxy Watch 8 Classic 46mm (UAE Version) LTE  Smartwatch, Cushion Design, Rotating Bezel, Quick Button, 3nm Processor, Sleep Coaching, Running Coach - Black",10,4.6,18989,31999,No,smart watch,41%
SCYKEI Scykei Feel Smart Watch 1.27 Semi AMOLED Display Bluetooth 5.2 Waterproof Dual Strap - Rose Gold,1,5,1899,2599,No,smart watch,27%
"Amazfit Bip 6 Smart Watch 46mm, 14 Day Battery, 1.97"" AMOLED Display, GPS & Free Maps, AI, Bluetooth Call & Text, Health, Fitness & Sleep Tracker, 140+ Workout Modes, 5 ATM Water-Resistance Black",0,0,4623,4950,No,smart watch,7%
W&O X10 Series 10 Wearfit Pro Smart Watch 2.2 Inch SUPER AMOLED Screen Unlock AI Chat GPT GPS NFC Bluetooth V5 Call Wireless Charger - Black,21,4.4,815,1000,No,smart watch,19%
"Mibro Mibro Lite 3 Pro Smartwatch 1.32"" AMOLED Display 10 Axis Motion Sensor Bluetooth Calling GPS 150+ Sport Modes 5ATM Water Resistant Heart Rate Monitoring 15 Days Battery Life Smartwatch Khaki Gray",15,4.5,3970,3999,No,smart watch,1%
Samsung Galaxy Watch 7 40mm (Middle East Version) Bluetooth Smartwatch - Beige/ Cream,2000,4.6,8977,8977,No,smart watch,0%
Hello HELLO 3 Pro Plus Smartwatch Super Amoled For Iphone And Android 45mm-MultiColor,0,0,999,999,No,smart watch,0%
"cmf by NOTHING Watch Pro 2, 1.32"" AMOLED Display, Built-in multi-system GPS, 120 Sports Modes, Smart Sleep Algorithm, Bluetooth calling with AI noise reduction, MENA Version Ash Grey",1100,4.6,2670,2744,No,smart watch,3%
"HUAWEI WATCH GT5 46mm Smartwatch, up to 14 Days Battery Life, All-new Running and Cycling Sports Smart Watch, Sharp-Edged Design, Health Tracking, Compatible with iOS and Android Blue",39,4.7,10444,10444,No,smart watch,0%
W&O X10 Pro 3 Curved Screen Smart Watch NFC Bluetooth Wireless Charging,34,3.8,849,2000,No,smart watch,58%
"HUAWEI Watch FIT 4 Pro Smart Watch, 1.82” Display, Sapphire Glass &Titanium, GPS for Pro-Level Outdoor Sports, NFC, ECG Analysis, up to 10-Day Battery Life, iOS & Android Green With FreeBuds SE 2 Gift green",9,4.7,10999,11580,No,smart watch,5%
"adhomax New 2025 T800 Ultra Smart Watch, Series 8, Elegant Design 1.99"", Infinite Display, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS, android for men, women",33,3.6,393,420,No,smart watch,6%
"HUAWEI WATCH GT5 Pro 46mm Smartwatch, Sharp-Edged Design, up to 14 Days Battery Life, Pro-level Sports Watch, Health Tracking, Compatible with iOS and Android Titanium",19,3.9,16990,17222,No,smart watch,1%
"Mibro Mibro Smart Watch T2 (Light Gold) - 1.75"" Amoled Display, Bluetooth Calling, 10 Day Battery Life, 2ATM Waterproof, GPS Positioning, 105 Sports Modes, Heart Rate Monitoring, Sleep Monitoring",0,0,2943,2943,No,smart watch,0%
"adhomax X10 Ultra3 Curved Screen Smart Watch NFC, Elegant Design 49MM, Fitness Tracker, Calls Wireless Charging, wearfitpro mobile app in IOS & android store, for men and women",10,4.1,869,900,No,smart watch,3%
HK8 Pro Max Smart Watch - Amoled Screen - 49mm - Black,1,5,695,850,No,smart watch,18%
"Infinix Infinix XWatch 3 Plus XW3P Smart Watch : IP68 Water Resistant, 2.13"" Amoled Curved Screen with AOD, 7-Day Battery, 200 Stylish Watch Faces, Multiple Sports Modes,  Bluetooth Call Support, Health Monitoring & Fitness Tracking, 2 Straps| Black",19,3.5,1750,1750,No,smart watch,0%
"HUAWEI Band 10 Smartwatch, Metallic Design, iOS Android, Pro-Level Sleep Analysis, Fast Charging And Robust Battery Life, Sleek Aluminum Alloy Case Blue",1300,4.6,2199,2750,No,smart watch,20%
"HUAWEI Watch FIT4 Pro Smart Watch, 1.82” Display, Sapphire Glass &Titanium, GPS for Pro-Level Outdoor Sports, NFC, ECG Analysis, up to 10-Day Battery Life, iOS & Android Green",138,4.7,8996,9290,No,smart watch,3%
"Samsung Galaxy Watch Ultra 47mm (Middle East Version) Smartwatch, LTE, Health Monitoring, Fitness Tracker - Titanium Silver",1100,4.3,17641,17641,No,smart watch,0%
"adhomax New T900 Ultra 2 smart watch Elegant Design 2.2"" NFC, infinite display, Fitness Tracker, Heart Rate, Bluetooth, Wireless Charging, works with IOS and android, for men and women",0,0,399,440,No,smart watch,9%
"Genaric BB8 Pro Max Smart Watch, 3 Straps - Silver Case and Orange, Black and Pink Strap",0,0,399,480,No,smart watch,17%
"cmf by NOTHING Watch Pro 2, 1.32"" AMOLED Display, Built-in multi-system GPS, 120 Sports Modes, Smart Sleep Algorithm, Bluetooth calling with AI noise reduction, MENA Version Blue",1100,4.6,2630,2696,No,smart watch,2%
W&O HK9 PRO Max Series 9 Wearfit Pro (2025) SmartWatch 2.12 Inch SUPER AMOLED Display 480X320 Open AI Chat GPT GPS NFC Bluetooth V5 Call Wireless Charger,0,0,1150,2000,No,smart watch,43%
"HUAWEI Watch GT 5 Pro 46mm Smartwatch, Sharp-Edged Design Watch, up to 14 Days Battery Life, Pro-level Sports, Health Tracking, Compatible with iOS and Android, Titanium",1100,4.6,16432,17450,Yes,smart watch,6%
"HUAWEI Watch FIT4 Pro Smart Watch, 1.82” Display, Sapphire Glass &Titanium, GPS for Pro-Level Outdoor Sports, NFC, ECG Analysis, up to 10-Day Battery Life, iOS & Android Blue",138,4.7,9110,11000,No,smart watch,17%
ITEL 300 mAh Climber One ISW-043 Smart Watch Tanquil Blue,0,0,1660,2444,No,smart watch,32%
"Oraimo Watch Nova V 2.01"" HD Video Watch Faces SmartWatch Black",0,0,2150,2250,No,smart watch,4%
Apple Watch SE (2024) GPS 44mm Starlight Aluminium Case With Starlight Sport Band,3000,4.6,14149,16999,No,smart watch,17%
"QCY QCY Active GT Smartwatch – 120+ Sports, 24/7 Health, AI Calls, 12-Day Battery, 3ATM Water-Resistant Black",0,0,1899,1999,No,smart watch,5%
Oraimo 300 mAh Oraimo Watch ES 2 1.95″ AMOLED IP68 Smart Watch Black,19,3.8,1857,1986,No,smart watch,6%
T5S Smart Watch - Black: The perfect smart and stylish tracking companion,0,0,444,444,No,smart watch,0%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,366,400,No,smart watch,9%
Mibro Mibro Watch A3 Mocha,1,5,1921,1964,No,smart watch,2%
"adhomax New 2025 T800 Ultra smart watch Elegant Design 1.99"" Series 8 HD Display, Fitness Tracker, Calls Wireless Charging | Touch Screen compatable with IOS & android for men and women",33,3.6,359,400,No,smart watch,10%
"HUAWEI Watch GT 5 Pro 46mm Smartwatch, Sharp-Edged Design Watch, up to 14 Days Battery Life, Pro-level Sports, Health Tracking, Compatible with iOS and Android Black",1100,4.6,15920,15920,No,smart watch,0%
"ConnectME SP9 Ultra Max Smartwatch, 2.1 Inch Infinite Display ,49mm Amoled Display screen with 3 watch Straps,Bluetooth 5.3 ,180mAH, HryFine APP, IP67 Water Proof Level, 7 Days Battery Life, Pro-level Sports Modes, Blood oxygen & Pressure test ,Heart Rate Monitor, Sleep Monitoring",47,3.9,375,700,No,smart watch,46%
"Samsung Galaxy Watch Ultra 47mm (Middle East Version) Smartwatch, LTE, Health Monitoring, Fitness Tracker - Titanium Gray",1100,4.3,17400,17400,No,smart watch,0%
"SCYKEI Civer Smartwatch 1.43"" AMOLED , Bluetooth Calling & NFC Support - Black With Stainless Steel Metal Black Strap Gift",0,0,2599,2599,No,smart watch,0%
"HUAWEI WATCH GT 4 46 mm Smartwatch, 14 Days Battery Life, Science-based Calorie Management, Dual-Band Five-System GNSS Position, Pulse Wave Arrhythmia Analysis, Heartrate Monitor, Android & iOS Green",3400,4.6,8999,8999,No,smart watch,0%
"adhomax T1000 Ultra2 smart watch Elegant Design 2.08"", NFC, infinite display, Fitness Tracker, Heart Rate, Calls, Wireless Charging, for IOS, android for men and women",0,0,388,410,No,smart watch,5%
"Mibro Smartwatch C4 2.01” TFT 2ATM Water Resistances 35 Languages GPS Satellite Positioning,100 Modes 10 Days Battery Life Silvery",0,0,1600,1600,No,smart watch,0%
"SCYKEI Civer Smartwatch 1.43"" AMOLED , Bluetooth Calling & NFC Support - Titanium With Stainless Steel Metal Titanium Strap Gift",0,0,2599,2599,No,smart watch,0%
QCY 300 mAh GT2 Smart Watch With Bluetooth 5.0 Call And Messages 1.43-inch 60HZ AMOLED Display Heart SpO2 Sleep Monitor Long Battery Life Touch Control APP Black,20,4.3,1599,1744,No,smart watch,8%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,366,400,No,smart watch,9%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,388,420,No,smart watch,8%
"adhomax New T900 Ultra 2 smart watch Elegant Design 2.2"" NFC, infinite display, Fitness Tracker, Heart Rate, Bluetooth, Wireless Charging, works with IOS and android, for men and women",0,0,414,440,No,smart watch,6%
Wearfit Pro HK9 PRO+ Series 9 Wearfit Pro (2024) SmartWatch 2.12 Inch SUPER AMOLED Display 480X320 Open AI Chat GPT GPS NFC Bluetooth V5 Call Wireless Charger,56,4,1025,3000,No,smart watch,66%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,388,410,No,smart watch,5%
"adhomax New T900 Ultra 2 smart watch Elegant Design 2.2"" NFC, infinite display, Fitness Tracker, Heart Rate, Bluetooth, Wireless Charging, works with IOS and android, for men and women",0,0,414,440,No,smart watch,6%
Xiaomi Smart Band 9 Active –  Pink | Fitness Tracker with AMOLED Display & Health Monitoring Pink,442,4.5,1299,1445,No,smart watch,10%
"adhomax New 2025 T900 Ultra smart watch Elegant Design 2.09"" Series 8 HD Display, Fitness Tracker, Calls Wireless Charging | Touch Screen compatable with IOS & android for men and women",26,3.3,377,420,No,smart watch,10%
"Infinix 300 mAh XWatch H4 (XW4L)- Black,2.04"" full touch HD screen, IP68 Waterproof, 10 days Normal usage time, BT V5.3, 45g,Heart rate,SPO2,300mAh battery, magnetic charging, supports call Black",0,0,1095,1095,No,smart watch,0%
"Oraimo Smartwatch 5R Pro 1.43"" AMOLED 2.5D Floating Interface IP68 Black",12,3.2,1940,1950,No,smart watch,1%
"Samsung Galaxy Watch Ultra 47mm (UAE Version/TRA Stock) Smartwatch, LTE, Health Monitoring, Fitness Tracker Titanium Silver",1100,4.3,19000,19000,No,smart watch,0%
"ConnectME X9+ Max Smartwatch , 6  Straps, 49mm Amoled Display screen with 6 Watch Straps, Bluetooth 5.3 ,260mAH, Open AI New ChatGPT, WearFit Pro APP, IP67 Water Proof Level, 7 Days Battery Life, Pro-level Sports Modes, Blood oxygen & Pressure test ,Heart Rate Monitor, Sleep Monitoring",4,2.5,900,2999,No,smart watch,70%
"adhomax New T900 Ultra 2 smart watch Elegant Design 2.2"" NFC, infinite display, Fitness Tracker, Heart Rate, Bluetooth, Wireless Charging, works with IOS and android, for men and women",0,0,414,440,No,smart watch,6%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,366,400,No,smart watch,9%
"KIESLECT Smartwatch KR2 PRO with 1.6"" AMOLED Power Display with 1000 Nits Brightness with Silicon strap - Stainless steel",0,0,2834,2834,No,smart watch,0%
"adhomax New T900 Ultra Smart Watch, Elegant Design 2.09"", Infinite Display, NFC, Fitness Tracker, Heart Rate, Oxygen Monitor, Calls, Wireless Charging, Works With IOS and android for men, women",26,3.3,366,400,No,smart watch,9%
